1	4240105581
2	250144768
3	60987066
4	25534180
5	13367677
6	7865800
7	4898199
8	3242555
9	2257760
10	1644372
11	1255494
12	1005915
13	850075
14	763746
15	741561
16	792263
17	923226
18	1156466
19	1519517
20	2047911
21	2756466
22	3664346
23	4797566
24	6137699
25	7679232
26	9400969
27	11241306
28	13127163
29	15007417
30	16805938
31	18407796
32	19752499
33	20756363
34	21378377
35	21570755
36	21433461
37	20929504
38	20116161
39	19020179
40	17701425
41	16237352
42	14677548
43	13112657
44	11550223
45	10055265
46	8673956
47	7449632
48	6372755
49	5455598
50	4692183
51	4104187
52	3649685
53	3331015
54	3128500
55	3024037
56	3006361
57	3055994
58	3168770
59	3322913
60	3506945
61	3718425
62	3937990
63	4148900
64	4349664
65	4532418
66	4687565
67	4822754
68	4919448
69	4974816
70	4995387
71	4968937
72	4922572
73	4834403
74	4710295
75	4563515
76	4389910
77	4194133
78	3990582
79	3761967
80	3529878
81	3297181
82	3061112
83	2821317
84	2593832
85	2377284
86	2177494
87	1984703
88	1803566
89	1640913
90	1491061
91	1355198
92	1242123
93	1142993
94	1056936
95	982751
96	920532
97	870807
98	832262
99	799062
100	773118
101	755856
102	737706
103	727037
104	714630
105	710317
106	701974
107	696074
108	690696
109	683625
110	675394
111	667977
112	655995
113	647789
114	632884
115	621113
116	607892
117	589853
118	576349
119	555977
120	539710
121	523058
122	508034
123	491923
124	472337
125	456509
126	442424
127	427226
128	414497
129	402735
130	390673
131	380855
132	371229
133	362948
134	355361
135	350348
136	344235
137	339756
138	337800
139	332969
140	329270
141	324838
142	323044
143	322660
144	320061
145	317290
146	313476
147	310592
148	307327
149	302885
150	300430
151	296386
152	291254
153	286516
154	281882
155	277050
156	271756
157	266290
158	262146
159	255982
160	251530
161	245564
162	240518
163	235818
164	229764
165	224719
166	220136
167	215108
168	210314
169	206788
170	202324
171	198667
172	195737
173	192344
174	189040
175	185200
176	182597
177	180211
178	177117
179	174611
180	171897
181	170271
182	167445
183	165362
184	164092
185	161696
186	159202
187	157427
188	154577
189	152759
190	151157
191	150287
192	147590
193	145944
194	143089
195	141221
196	138658
197	137497
198	135820
199	133145
200	130071
201	128404
202	127270
203	124871
204	122780
205	121804
206	119265
207	118069
208	116282
209	114521
210	112992
211	111980
212	111289
213	109389
214	108305
215	107038
216	106019
217	104590
218	103103
219	102552
220	100503
221	100044
222	98367
223	97353
224	96112
225	95123
226	93319
227	92733
228	91798
229	90583
230	89178
231	88443
232	87790
233	86122
234	85181
235	83866
236	82935
237	82191
238	81346
239	80304
240	78736
241	78101
242	76625
243	76210
244	75271
245	74158
246	73365
247	72442
248	71451
249	70993
250	69919
251	69437
252	69014
253	67939
254	67268
255	67019
256	66135
257	65594
258	65321
259	63435
260	63203
261	62896
262	62134
263	62193
264	60676
265	60635
266	60524
267	59742
268	59225
269	58269
270	58177
271	57680
272	57467
273	56842
274	55486
275	54889
276	54596
277	54280
278	53803
279	52942
280	52550
281	51555
282	51138
283	51005
284	50209
285	49654
286	49238
287	48479
288	48025
289	47418
290	47077
291	46409
292	46024
293	45639
294	45127
295	45052
296	44307
297	44117
298	43581
299	42927
300	42564
301	42091
302	41793
303	41397
304	40882
305	40533
306	40311
307	39871
308	39513
309	39228
310	38883
311	38579
312	38344
313	37869
314	37727
315	37389
316	36722
317	36635
318	36155
319	35703
320	35633
321	34821
322	34831
323	34136
324	33734
325	34201
326	33576
327	33581
328	33506
329	32565
330	32623
331	32050
332	32096
333	31356
334	31534
335	31142
336	30815
337	30292
338	30106
339	29809
340	29887
341	29499
342	29160
343	29032
344	28867
345	28631
346	28048
347	27947
348	27805
349	27558
350	27157
351	26802
352	26806
353	26630
354	26500
355	26361
356	26195
357	25995
358	25872
359	25769
360	25718
361	25443
362	25324
363	24920
364	24686
365	24529
366	24176
367	24122
368	24134
369	23496
370	23553
371	23694
372	23356
373	23215
374	23145
375	22831
376	22787
377	22576
378	22152
379	22005
380	22222
381	22057
382	22011
383	21812
384	21756
385	21559
386	21057
387	20946
388	20706
389	20420
390	20644
391	20303
392	20257
393	20068
394	19925
395	19762
396	19638
397	19296
398	19323
399	19211
400	19015
401	19018
402	19141
403	18585
404	18540
405	18736
406	18430
407	18303
408	17963
409	18110
410	17946
411	17709
412	17721
413	17528
414	17445
415	17374
416	17147
417	17111
418	16989
419	17170
420	16824
421	16801
422	16698
423	16689
424	16325
425	16574
426	16043
427	15948
428	15774
429	15966
430	15688
431	15771
432	15712
433	15567
434	15364
435	15266
436	15152
437	15310
438	14950
439	15041
440	14640
441	15122
442	14493
443	14535
444	14475
445	14320
446	14368
447	14233
448	14005
449	14143
450	13872
451	13907
452	13960
453	13442
454	13676
455	13411
456	13536
457	13370
458	13366
459	13131
460	13037
461	13203
462	12883
463	12736
464	12712
465	12632
466	12593
467	12415
468	12393
469	12440
470	12124
471	12263
472	12082
473	11943
474	12108
475	12044
476	11929
477	11592
478	11593
479	11492
480	11283
481	11547
482	11347
483	11437
484	11317
485	11241
486	11318
487	11081
488	11105
489	11330
490	11049
491	10912
492	10626
493	10800
494	10855
495	10550
496	10535
497	10555
498	10368
499	10463
500	10320
501	10229
502	10214
503	10052
504	10255
505	9785
506	9771
507	9783
508	9988
509	9750
510	9769
511	9654
512	9546
513	9653
514	9574
515	9411
516	9481
517	9205
518	9294
519	9419
520	9289
521	9021
522	9254
523	9085
524	8968
525	8951
526	8953
527	8836
528	8593
529	8684
530	8788
531	8715
532	8694
533	8782
534	8628
535	8574
536	8496
537	8533
538	8581
539	8481
540	8422
541	8426
542	8186
543	8180
544	8045
545	8317
546	8379
547	8109
548	8193
549	8065
550	7921
551	8136
552	8100
553	8061
554	8050
555	7793
556	7810
557	7840
558	7924
559	7673
560	7711
561	7571
562	7542
563	7641
564	7488
565	7380
566	7498
567	7327
568	7215
569	7335
570	7172
571	7425
572	6996
573	7040
574	7171
575	7082
576	7198
577	7037
578	7046
579	6894
580	6965
581	6980
582	6691
583	6824
584	6844
585	6675
586	6930
587	6612
588	6731
589	6517
590	6675
591	6541
592	6419
593	6497
594	6505
595	6476
596	6474
597	6396
598	6370
599	6445
600	6330
601	6466
602	6309
603	6323
604	6285
605	6326
606	6200
607	6164
608	6121
609	6057
610	6188
611	6007
612	5926
613	5937
614	6064
615	5965
616	6055
617	5994
618	5914
619	5861
620	5781
621	5827
622	5843
623	5780
624	5781
625	5823
626	5875
627	5693
628	5602
629	5678
630	5579
631	5528
632	5509
633	5449
634	5465
635	5504
636	5463
637	5414
638	5566
639	5423
640	5385
641	5406
642	5313
643	5456
644	5299
645	5277
646	5278
647	5445
648	5263
649	5120
650	5084
651	5111
652	5140
653	5018
654	5108
655	5039
656	5179
657	4958
658	5117
659	5014
660	4858
661	4875
662	4932
663	5027
664	4958
665	4720
666	4839
667	4850
668	4884
669	4819
670	4660
671	4664
672	4632
673	4768
674	4566
675	4504
676	4583
677	4628
678	4526
679	4664
680	4666
681	4538
682	4416
683	4504
684	4572
685	4440
686	4432
687	4401
688	4541
689	4356
690	4368
691	4476
692	4321
693	4364
694	4241
695	4243
696	4274
697	4275
698	4395
699	4255
700	4332
701	4204
702	4129
703	4180
704	4178
705	4247
706	4024
707	4188
708	4179
709	4126
710	4029
711	4109
712	4055
713	4067
714	4109
715	4077
716	4084
717	4068
718	3863
719	4030
720	3914
721	3896
722	3931
723	3921
724	3823
725	3757
726	3739
727	3718
728	3720
729	3824
730	3807
731	3801
732	3766
733	3741
734	3638
735	3640
736	3658
737	3700
738	3645
739	3590
740	3654
741	3598
742	3554
743	3618
744	3592
745	3564
746	3611
747	3524
748	3553
749	3493
750	3453
751	3428
752	3463
753	3557
754	3469
755	3459
756	3442
757	3471
758	3513
759	3379
760	3485
761	3425
762	3434
763	3333
764	3359
765	3403
766	3440
767	3400
768	3313
769	3391
770	3213
771	3363
772	3349
773	3263
774	3273
775	3195
776	3201
777	3238
778	3125
779	3226
780	3258
781	3183
782	3134
783	3181
784	3102
785	3144
786	3125
787	3104
788	2984
789	3078
790	2956
791	3054
792	3024
793	3049
794	3043
795	2961
796	3035
797	2966
798	2907
799	3013
800	3000
801	3005
802	2962
803	2941
804	2941
805	2889
806	2868
807	2884
808	2829
809	2854
810	2837
811	2814
812	2796
813	2801
814	2839
815	2739
816	2724
817	2778
818	2711
819	2692
820	2864
821	2711
822	2803
823	2732
824	2702
825	2779
826	2701
827	2655
828	2753
829	2661
830	2706
831	2688
832	2759
833	2699
834	2627
835	2569
836	2630
837	2588
838	2623
839	2625
840	2544
841	2615
842	2524
843	2501
844	2558
845	2590
846	2519
847	2470
848	2633
849	2520
850	2509
851	2472
852	2604
853	2543
854	2567
855	2503
856	2498
857	2456
858	2440
859	2522
860	2425
861	2467
862	2429
863	2447
864	2474
865	2432
866	2336
867	2439
868	2348
869	2424
870	2353
871	2427
872	2327
873	2385
874	2357
875	2378
876	2314
877	2344
878	2407
879	2236
880	2293
881	2286
882	2292
883	2241
884	2300
885	2198
886	2256
887	2298
888	2215
889	2252
890	2211
891	2209
892	2278
893	2162
894	2176
895	2196
896	2197
